bin_name,completeness,contamination,group,coding_density,contig_N50,average_gene_length,genome_size,GC_content,total_coding_sequences,classification,fastani_reference,fastani_reference_radius,fastani_taxonomy,fastani_ani,fastani_af,closest_placement_reference,closest_placement_radius,closest_placement_taxonomy,closest_placement_ani,closest_placement_af,pplacer_taxonomy,classification_method,note,"other_related_references(genome_id,species_name,radius,ANI,AF)",msa_percent,translation_table,red_value,warnings
crabs_bin.119,91.74,1.52,1_good_quality,0.888,19942,281.071241,2882721,0.56,3046,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__,N/A,N/A,N/A,N/A,N/A,GCF_900101865.1,95,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__Paracoccus isoporae,77.72,0.338,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCF_011308835.1, s__Paracoccus xiamenensis, 95.0, 78.1, 0.401; GCF_007993065.1, s__Paracoccus aurantiacus, 95.0, 78.01, 0.339; GCF_013868135.1, s__Paracoccus sp013868135, 95.0, 77.82, 0.356; GCA_005768755.1, s__Paracoccus denitrificans_B, 95.0, 77.72, 0.345; GCF_900111675.1, s__Paracoccus homiensis, 95.0, 77.62, 0.171; GCF_002865605.1, s__Paracoccus jeotgali, 95.0, 77.55, 0.256; GCF_003337565.1, s__Paracoccus lutimaris, 95.0, 77.32, 0.224; GCF_900182695.1, s__Paracoccus laeviglucosivorans, 95.0, 77.29, 0.172; GCF_000518925.1, s__Paracoccus sp000518925, 95.0, 77.24, 0.181; GCF_002847445.1, s__Paracoccus zhejiangensis, 95.0, 77.23, 0.211; GCF_002847305.1, s__Paracoccus sp002847305, 95.0, 77.22, 0.178; GCF_900631945.1, s__Paracoccus haematequi, 95.0, 77.22, 0.158; GCF_003709565.1, s__Paracoccus siganidrum, 95.0, 77.19, 0.198; GCF_016919705.1, s__Paracoccus sp002359815, 95.0, 77.19, 0.181; GCF_003591515.1, s__Paracoccus sp003591515, 95.0, 77.19, 0.171; GCF_008824185.1, s__Paracoccus pantotrophus, 95.0, 77.19, 0.166; GCF_007096355.1, s__Paracoccus sp007096355, 95.0, 77.19, 0.247; GCF_000763905.1, s__Paracoccus halophilus, 95.0, 77.18, 0.198; GCF_003697785.1, s__Paracoccus alkanivorans, 95.0, 77.18, 0.191; GCF_016629665.1, s__Paracoccus caeni, 95.0, 77.14, 0.204; GCA_018056045.1, s__Paracoccus sp018056045, 95.0, 77.13, 0.141; GCF_900110285.1, s__Paracoccus alcaliphilus, 95.0, 77.09, 0.212; GCF_001546115.1, s__Paracoccus aminovorans_B, 95.0, 77.06, 0.16; GCF_000420145.1, s__Paracoccus zeaxanthinifaciens, 95.0, 77.06, 0.14; GCF_014642735.1, s__Paracoccus acridae, 95.0, 77.06, 0.159; GCF_004522175.1, s__Paracoccus ravus, 95.0, 77.06, 0.166; GCF_009711205.1, s__Paracoccus litorisediminis, 95.0, 77.05, 0.187; GCF_018860165.1, s__Paracoccus sp018860165, 95.0, 77.01, 0.23; GCF_001447385.1, s__Paracoccus sp001447385, 95.0, 76.99, 0.183; GCF_900142875.1, s__Paracoccus solventivorans, 95.0, 76.99, 0.126; GCF_017744015.1, s__Paracoccus sp002732665, 95.0, 76.96, 0.193; GCF_900005615.1, s__Paracoccus aminovorans, 95.0, 76.96, 0.145; GCF_009711225.1, s__Paracoccus aestuariivivens, 95.0, 76.96, 0.158; GCF_900156255.1, s__Paracoccus thiocyanatus, 95.0, 76.95, 0.178; GCF_900199195.1, s__Paracoccus seriniphilus, 95.0, 76.95, 0.192; GCF_009711265.1, s__Paracoccus sp009711265, 95.0, 76.95, 0.19; GCF_000763885.1, s__Paracoccus versutus, 95.0, 76.94, 0.178; GCF_003285265.1, s__Paracoccus mutanolyticus, 96.0533, 76.94, 0.147; GCF_009696685.1, s__Paracoccus sp009696685, 95.0, 76.92, 0.16; GCF_900100045.1, s__Paracoccus denitrificans, 95.0, 76.91, 0.189; GCF_003056335.1, s__Paracoccus indicus, 95.0, 76.88, 0.157; GCF_004310345.1, s__Paracoccus subflavus, 95.0, 76.88, 0.16; GCF_003594815.1, s__Paracoccus aestuarii, 95.0, 76.87, 0.166; GCF_009301415.1, s__Paracoccus kondratievae, 95.0, 76.87, 0.171; GCF_009711185.1, s__Paracoccus limosus, 95.0, 76.87, 0.17; GCF_006151785.1, s__Paracoccus marcusii, 95.0, 76.86, 0.123; GCF_017356265.1, s__Paracoccus fontiphilus, 95.0, 76.85, 0.163; GCF_003007735.2, s__Paracoccus marinus_A, 95.0, 76.83, 0.199; GCF_016446475.1, s__Paracoccus binzhouensis, 95.0, 76.83, 0.178; GCF_000787695.1, s__Paracoccus sp000787695, 95.0, 76.83, 0.132; GCF_018860625.1, s__Paracoccus sp018860625, 95.0, 76.83, 0.154; GCF_014656455.1, s__Paracoccus aerius, 95.0, 76.83, 0.153; GCF_004923205.2, s__Paracoccus aeridis, 95.0, 76.81, 0.087; GCF_000622145.1, s__Paracoccus yeei, 96.0533, 76.81, 0.157; GCF_004335005.1, s__Paracoccus sp004335005, 95.0, 76.79, 0.186; GCF_900188295.1, s__Paracoccus sediminis, 95.0, 76.79, 0.146; GCF_000444995.1, s__Paracoccus aminophilus, 95.0, 76.79, 0.13; GCF_009674885.1, s__Paracoccus sp009674885, 95.0, 76.79, 0.083; GCF_900108405.1, s__Paracoccus alkenifer, 95.0, 76.78, 0.132; GCF_017315735.1, s__Paracoccus sp017315735, 95.0, 76.77, 0.151; GCF_007830335.1, s__Paracoccus sulfuroxidans, 95.0, 76.77, 0.158; GCA_002294185.1, s__Paracoccus sp002294185, 95.0, 76.77, 0.17; GCF_014490725.1, s__Paracoccus amoyensis, 95.0, 76.75, 0.19; GCF_005048265.1, s__Paracoccus hibiscisoli, 95.0, 76.75, 0.155; GCF_003259195.1, s__Paracoccus sediminilitoris, 95.0, 76.74, 0.166; GCF_004683865.2, s__Paracoccus liaowanqingii, 95.0, 76.74, 0.12; GCF_900106665.1, s__Paracoccus sanguinis, 95.0, 76.72, 0.1; GCF_005048225.1, s__Paracoccus gahaiensis, 95.0, 76.71, 0.142; GCF_009708075.1, s__Paracoccus lichenicola, 95.0, 76.71, 0.14; GCA_003240735.1, s__Paracoccus denitrificans_A, 95.0, 76.67, 0.114; GCA_016869875.1, s__Paracoccus sp016869875, 95.0, 76.65, 0.119; GCA_900156835.1, s__Paracoccus saliphilus, 95.0, 76.64, 0.181; GCA_003255745.1, s__Paracoccus saliphilus_A, 95.0, 76.64, 0.149; GCF_900102885.1, s__Paracoccus chinensis, 95.0, 76.63, 0.107; GCF_900102505.1, s__Paracoccus tibetensis, 95.0, 76.61, 0.123; GCF_002287065.1, s__Paracoccus salipaludis, 95.0, 76.6, 0.129; GCF_019061185.1, s__Paracoccus sp019061185, 95.0, 76.55, 0.138; GCF_002105555.1, s__Paracoccus contaminans, 95.0, 76.54, 0.132; GCF_000763805.1, s__Paracoccus sphaerophysae, 95.0, 76.53, 0.142; GCF_003286075.1, s__Paracoccus endophyticus, 95.0, 76.51, 0.114; GCF_003590715.1, s__Paracoccus sp003590715, 95.0, 76.5, 0.146; GCF_004522155.1, s__Paracoccus luteus, 95.0, 76.38, 0.135; GCF_016617715.1, s__Paracoccus sp014164625, 95.0, 76.34, 0.122; GCF_003324675.1, s__Paracoccus suum, 95.0, 76.3, 0.12; GCF_007018965.1, s__Paracoccus marinus, 95.0, 76.21, 0.098",89.38,11,0.98778,N/A
Tuerk_Half_DAS_TuerkHalves_bin.354,94.94,1.57,1_good_quality,0.915,28363,288.858,1416169,0.29,1500,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__;s__,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,N/A,89.44,11,0.7318,N/A
Tuerk_Half_DAS_TuerkHalves_nocov.84_sub,93.27,1.62,1_good_quality,0.873,34362,299.3595583,2977434,0.47,2898,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAAYCI01;s__,N/A,N/A,N/A,N/A,N/A,GCA_012729855.1,95,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAAYCI01;s__JAAYCI01 sp012729855,76.52,0.062,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAAYCI01;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,N/A,95.15,11,0.88347,N/A
crabs_bin.339,95.94,1.69,1_good_quality,0.901,35292,328.2167897,3546989,0.43,3252,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__QQUY01;s__,N/A,N/A,N/A,N/A,N/A,GCA_013003295.1,95,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__QQUY01;s__QQUY01 sp013003295,76.14,0.033,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__QQUY01;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_016700175.1, s__QQUY01 sp016700175, 95.0, 76.9, 0.016; GCA_003385635.1, s__QQUY01 sp003385635, 95.0, 76.34, 0.016; GCA_013003215.1, s__QQUY01 sp013003215, 95.0, 75.95, 0.018",92.97,11,0.92365,N/A
crabs_bin.278,98.65,1.7,1_good_quality,0.9,41632,318.0263488,3372817,0.67,3188,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__,N/A,N/A,N/A,N/A,N/A,GCF_013466425.1,95,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium vicinigordonae,80.27,0.688,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCF_001417955.2, s__Mycobacterium gordonae_B, 95.0, 80.73, 0.701; GCF_003614435.1, s__Mycobacterium paragordonae, 95.0, 80.67, 0.694; GCF_010730745.1, s__Mycobacterium heidelbergense, 95.0, 80.55, 0.646; GCA_003987775.1, s__Mycobacterium sp003987775, 95.0, 80.53, 0.708; GCF_002101675.1, s__Mycobacterium gordonae, 95.0, 80.45, 0.694; GCF_001668675.1, s__Mycobacterium asiaticum_D, 95.0, 80.43, 0.661; GCF_001673535.1, s__Mycobacterium sp001673535, 95.0, 80.42, 0.64; GCF_001673635.1, s__Mycobacterium asiaticum_C, 95.0, 80.41, 0.684; GCF_002101815.1, s__Mycobacterium paraense, 95.0, 80.38, 0.675; GCF_001668725.1, s__Mycobacterium sp001668725, 95.0, 80.38, 0.639; GCF_001673365.1, s__Mycobacterium asiaticum_A, 95.0, 80.34, 0.644; GCF_002086635.1, s__Mycobacterium alsense, 95.0, 80.33, 0.657; GCF_001665295.1, s__Mycobacterium sp001665295, 95.0, 80.32, 0.627; GCF_002086305.1, s__Mycobacterium malmoense_B, 95.0, 80.29, 0.645; GCF_002101785.1, s__Mycobacterium palustre, 95.0, 80.28, 0.631; GCF_001672915.1, s__Mycobacterium sp001672915, 95.0, 80.27, 0.62; GCF_000613245.1, s__Mycobacterium asiaticum, 95.0, 80.25, 0.672; GCF_001667015.1, s__Mycobacterium sp001667015, 95.0, 80.25, 0.641; GCF_007714205.1, s__Mycobacterium helveticum, 95.0, 80.24, 0.605; GCF_001667185.1, s__Mycobacterium sp001667185, 95.0, 80.23, 0.633; GCF_000455205.1, s__Mycobacterium sp000455205, 95.0, 80.22, 0.615; GCF_017086405.1, s__Mycobacterium gordonae_D, 95.0, 80.21, 0.702; GCF_002102155.1, s__Mycobacterium europaeum, 95.0, 80.2, 0.614; GCF_900078675.2, s__Mycobacterium interjectum, 95.0, 80.2, 0.63; GCF_001672815.1, s__Mycobacterium sp001672815, 95.0, 80.19, 0.609; GCF_900157385.1, s__Mycobacterium terramassiliense, 95.0, 80.18, 0.647; GCF_002086155.1, s__Mycobacterium angelicum, 95.0, 80.18, 0.649; GCF_010730055.1, s__Mycobacterium shinjukuense, 95.0, 80.17, 0.618; GCF_010731595.1, s__Mycobacterium seoulense, 95.0, 80.17, 0.634; GCF_001667275.1, s__Mycobacterium sp001667275, 95.0, 80.14, 0.631; GCA_002102225.1, s__Mycobacterium interjectum_B, 95.0, 80.13, 0.644; GCF_000164135.1, s__Mycobacterium parascrofulaceum, 95.0, 80.12, 0.641; GCF_010730195.1, s__Mycobacterium conspicuum, 95.0, 80.12, 0.639; GCF_001053185.1, s__Mycobacterium bohemicum, 95.0, 80.1, 0.603; GCF_015689175.1, s__Mycobacterium kubicae, 95.0, 80.06, 0.633; GCF_002086735.1, s__Mycobacterium scrofulaceum, 95.0, 80.05, 0.626; GCF_900240975.1, s__Mycobacterium sp900240975, 95.0, 80.04, 0.643; GCF_000689255.1, s__Mycobacterium triplex, 95.0, 80.04, 0.607; GCF_010731655.1, s__Mycobacterium paraseoulense, 95.0, 80.03, 0.617; GCF_001667035.1, s__Mycobacterium sp001667035, 95.0, 80.02, 0.629; GCF_001667885.1, s__Mycobacterium scrofulaceum_C, 95.0, 80.01, 0.614; GCF_001666835.1, s__Mycobacterium sp001666835, 95.0, 80.0, 0.586; GCF_002116635.1, s__Mycobacterium szulgai, 95.0, 79.99, 0.631; GCF_002102255.1, s__Mycobacterium nebraskense, 95.0, 79.98, 0.598; GCF_001954275.1, s__Mycobacterium sp001954275, 95.0, 79.97, 0.6; GCF_010730355.1, s__Mycobacterium florentinum, 95.0, 79.97, 0.618; GCF_010730575.1, s__Mycobacterium parmense, 95.0, 79.96, 0.619; GCF_001954195.1, s__Mycobacterium sp001954195, 95.0, 79.95, 0.603; GCF_900157375.1, s__Mycobacterium rhizamassiliense, 95.0, 79.94, 0.622; GCF_001907675.1, s__Mycobacterium paraffinicum, 95.0, 79.94, 0.61; GCF_000526915.1, s__Mycobacterium genavense, 95.0, 79.91, 0.589; GCF_010731535.1, s__Mycobacterium lacus, 95.0, 79.89, 0.615; GCF_001667075.1, s__Mycobacterium sp001667075, 95.0, 79.88, 0.595; GCF_001667775.1, s__Mycobacterium sp001667775, 95.0, 79.86, 0.591; GCF_001667735.1, s__Mycobacterium sp001667735, 95.0, 79.85, 0.619; GCF_001665605.1, s__Mycobacterium sp001665605, 95.0, 79.84, 0.597; GCF_900566055.1, s__Mycobacterium innocens, 95.0, 79.83, 0.621; GCF_002705925.1, s__Mycobacterium ostraviense, 95.0, 79.81, 0.643; GCF_001673155.1, s__Mycobacterium sp001673155, 95.0, 79.8, 0.567; GCF_001673315.1, s__Mycobacterium asiaticum_B, 95.0, 79.8, 0.656; GCF_001667585.1, s__Mycobacterium sp001667585, 95.0, 79.8, 0.6; GCF_002086675.1, s__Mycobacterium persicum, 95.0, 79.79, 0.615; GCF_902652685.1, s__Mycobacterium sp902652685, 95.0, 79.78, 0.617; GCF_001665235.1, s__Mycobacterium sp001665235, 95.0, 79.78, 0.603; GCF_001667115.1, s__Mycobacterium sp001667115, 95.0, 79.77, 0.607; GCF_010729105.1, s__Mycobacterium saskatchewanense, 95.0, 79.76, 0.613; GCF_002102175.1, s__Mycobacterium gastri, 95.0, 79.76, 0.623; GCF_000157895.3, s__Mycobacterium kansasii, 95.0, 79.74, 0.621; GCF_900157365.1, s__Mycobacterium numidiamassiliense, 95.0, 79.71, 0.591; GCF_002356315.1, s__Mycobacterium shigaense, 95.0, 79.71, 0.583; GCF_900176255.2, s__Mycobacterium ahvazicum, 95.0, 79.69, 0.594; GCA_019247635.1, s__Mycobacterium sp019247635, 95.0, 79.67, 0.552; GCF_002086275.1, s__Mycobacterium intermedium, 95.0, 79.66, 0.632; GCF_900566075.1, s__Mycobacterium pseudokansasii, 95.0, 79.66, 0.636; GCF_010731715.1, s__Mycobacterium stomatepiae, 95.0, 79.62, 0.587; GCF_001665395.1, s__Mycobacterium sp001665395, 95.0, 79.61, 0.602; GCF_001373395.1, s__Mycobacterium lentiflavum, 95.0, 79.6, 0.596; GCF_002101845.1, s__Mycobacterium riyadhense, 95.0, 79.6, 0.59; GCF_010723575.1, s__Mycobacterium bourgelatii, 95.0, 79.55, 0.633; GCF_000195955.2, s__Mycobacterium tuberculosis, 95.0, 79.53, 0.567; GCF_002102355.1, s__Mycobacterium sherrisii, 95.0, 79.53, 0.589; GCF_900566085.1, s__Mycobacterium attenuatum, 95.0, 79.53, 0.594; GCF_002104675.1, s__Mycobacterium decipiens, 95.0, 79.51, 0.591; GCF_003391395.1, s__Mycobacterium marinum, 95.0, 79.48, 0.603; GCF_003112775.1, s__Mycobacterium montefiorense, 95.0, 79.43, 0.571; GCF_001672975.1, s__Mycobacterium sp001672975, 95.0, 79.43, 0.566; GCF_010727605.1, s__Mycobacterium simiae, 95.0, 79.4, 0.572; GCF_900232995.1, s__Mycobacterium simulans, 95.0, 79.37, 0.606; GCA_019243155.1, s__Mycobacterium sp019243155, 95.0, 79.35, 0.506; GCA_003165155.1, s__Mycobacterium sp003165155, 95.0, 79.16, 0.483; GCF_008370645.1, s__Mycobacterium simiae_A, 95.0, 79.15, 0.503; GCA_019247615.1, s__Mycobacterium sp019247615, 95.0, 79.08, 0.504; GCF_000340435.2, s__Mycobacterium haemophilum, 95.0, 79.02, 0.478; GCF_900292015.1, s__Mycobacterium basiliense, 95.0, 78.85, 0.554; GCF_018278905.1, s__Mycobacterium spongiae, 95.0, 78.33, 0.509; GCA_019246375.1, s__Mycobacterium sp019246375, 95.0, 78.2, 0.332; GCF_000966355.1, s__Mycobacterium lepromatosis, 95.0, 77.64, 0.227; GCF_000195855.1, s__Mycobacterium leprae, 95.0, 77.54, 0.223; GCF_003408705.1, s__Mycobacterium uberis, 95.0, 77.35, 0.224",92.89,11,0.98809,Genome not assigned to closest species as it falls outside its pre-defined ANI radius
crabs_bin.89,100,1.75,1_good_quality,0.92,117555,329.4953025,2855939,0.68,2661,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Demequinaceae;g__Demequina;s__,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Demequinaceae;g__Demequina;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCF_002090155.1, s__Demequina sp002090155, 95.0, 81.65, 0.604; GCF_002090095.1, s__Demequina sp002090095, 95.0, 81.27, 0.587; GCF_002090175.1, s__Demequina sp002090175, 95.0, 80.86, 0.521; GCF_002090055.1, s__Demequina sp002090055, 95.0, 80.76, 0.506; GCF_016862815.1, s__Demequina activiva, 95.0, 80.72, 0.56; GCF_002090135.1, s__Demequina sp002090135, 95.0, 80.66, 0.5; GCF_000971135.1, s__Demequina phytophila, 95.0, 80.19, 0.433; GCF_000971215.1, s__Demequina silvatica, 95.0, 80.19, 0.444; GCF_000971255.1, s__Demequina rhizosphaerae, 95.0, 80.09, 0.435; GCF_000759715.1, s__Demequina mangrovi, 95.0, 80.05, 0.419; GCF_000971395.1, s__Demequina iriomotensis, 95.0, 80.02, 0.433; GCF_000971175.1, s__Demequina pelophila, 95.0, 79.95, 0.424; GCF_000971155.1, s__Demequina maris, 95.0, 79.88, 0.444; GCF_000971195.1, s__Demequina soli, 95.0, 79.88, 0.434; GCF_000971235.1, s__Demequina subtropica, 95.0, 79.8, 0.434; GCF_000971115.1, s__Demequina gelatinilytica, 95.0, 79.78, 0.445; GCF_000975095.1, s__Demequina aestuarii, 95.0, 79.78, 0.466; GCF_000974805.1, s__Demequina salsinemoris, 95.0, 79.7, 0.378; GCF_002090075.1, s__Demequina sp002090075, 95.0, 79.69, 0.392; GCF_000975155.1, s__Demequina globuliformis, 95.0, 79.48, 0.406; GCF_002090115.1, s__Demequina sp002090115, 95.0, 79.41, 0.386; GCF_000975035.1, s__Demequina flava, 95.0, 79.19, 0.386; GCA_003246255.1, s__Demequina lutea_A, 95.0, 79.07, 0.354; GCF_000975055.1, s__Demequina sediminicola, 95.0, 78.81, 0.283; GCF_000975135.1, s__Demequina aurantiaca, 95.0, 78.49, 0.289; GCF_000975115.1, s__Demequina oxidasica, 95.0, 78.44, 0.286; GCF_013409005.1, s__Demequina lutea, 95.0, 78.03, 0.235; GCA_016278775.1, s__Demequina sp016278775, 95.0, 77.8, 0.272; GCA_002841315.1, s__Demequina sp002841315, 95.0, 77.64, 0.267; GCA_002384765.1, s__Demequina sp002384765, 95.0, 77.22, 0.16",94.52,11,0.95976,Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Tuerk_Half_DAS_TuerkHalves_bin.95,92.75,1.76,1_good_quality,0.911,19389,314.8092813,3654096,0.67,3534,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__;s__,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__;s__,taxonomic classification fully defined by topology,classification based on placement in class-level tree,N/A,81.69,11,0.85588,N/A
Tuerk_Half_DAS_TuerkHalves_bin.315,94.14,1.77,1_good_quality,0.855,7188,279.0308446,3389401,0.57,3469,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__JAEUMD01;s__,N/A,N/A,N/A,N/A,N/A,GCA_016793635.1,95,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__JAEUMD01;s__JAEUMD01 sp016793635,77,0.148,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__JAEUMD01;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,N/A,88.3,11,0.93462,N/A
old_originals_METABAT__24-contigs,99.96,1.83,1_good_quality,0.898,60231,343.7017422,3292456,0.41,2870,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__,taxonomic classification fully defined by topology,classification based on placement in class-level tree,N/A,96.94,11,0.96249,N/A
Tuerk_Half_DAS_TuerkHalves_bin.79,94.76,1.94,1_good_quality,0.923,30318,314.6337022,2856895,0.67,2801,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Arachnia;s__,N/A,N/A,N/A,N/A,N/A,GCA_002748325.1,95,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Arachnia;s__Arachnia propionica_A,77.71,0.306,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Arachnia;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_016714275.1, s__Arachnia sp016714275, 95.0, 77.9, 0.209; GCF_001997295.1, s__Arachnia flava, 95.0, 77.85, 0.217; GCF_900637725.1, s__Arachnia propionica, 95.0, 77.8, 0.184; GCF_000826065.2, s__Arachnia massiliensis, 95.0, 77.73, 0.237; GCF_003859805.1, s__Arachnia propionica_C, 95.0, 77.69, 0.211; GCF_001693815.1, s__Arachnia lapidicapta, 95.0, 77.69, 0.268; GCF_001998865.1, s__Arachnia flavescens, 95.0, 77.69, 0.22; GCA_905372155.1, s__Arachnia sp905372155, 95.0, 77.68, 0.176; GCF_007197885.1, s__Arachnia rhinocerotis, 95.0, 77.63, 0.262; GCF_003932785.1, s__Arachnia propionica_B, 95.0, 77.59, 0.206; GCF_900607225.1, s__Arachnia sp900607225, 95.0, 77.59, 0.179; GCF_014164775.1, s__Arachnia sp014164775, 95.0, 77.59, 0.246; GCF_001997345.1, s__Arachnia aquimaris, 95.0, 77.56, 0.274; GCA_011174705.1, s__Arachnia coleopterorum, 95.0, 77.53, 0.23; GCA_012837465.1, s__Arachnia sp012837465, 95.0, 77.5, 0.25; GCA_000619965.1, s__Arachnia sp000619965, 95.0, 77.44, 0.195; GCF_003688855.1, s__Arachnia antarctica, 95.0, 77.43, 0.214; GCF_900103275.1, s__Arachnia oleiagri, 95.0, 77.41, 0.219; GCF_017815535.1, s__Arachnia sp001956895, 95.0, 77.4, 0.223; GCF_014489575.1, s__Arachnia defluvii, 95.0, 77.35, 0.269; GCF_018128325.1, s__Arachnia rubra, 95.0, 77.29, 0.153; GCA_013333945.2, s__Arachnia sp013333945, 95.0, 77.11, 0.134; GCF_900141915.1, s__Arachnia bendigoensis, 95.0, 77.1, 0.205; GCF_003932855.1, s__Arachnia sp003932855, 95.0, 77.07, 0.143; GCF_900343145.1, s__Arachnia timonensis, 95.0, 76.74, 0.141; GCA_012514785.1, s__Arachnia sp012514785, 95.0, 76.55, 0.215",89.81,11,0.94435,N/A
Tuerk_Half_DAS_TuerkHalves_bin.408,93.77,2,1_good_quality,0.866,6874,269.6302395,1868791,0.38,2004,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__,ANI,classification based on placement in class-level tree,"GCA_002380805.1, s__Anaerotignum sp002380805, 95.0, 79.66, 0.478; GCA_002299545.1, s__Anaerotignum sp002299545, 95.0, 78.76, 0.336; GCF_001571775.1, s__Anaerotignum neopropionicum, 95.0, 78.75, 0.406; GCF_001561955.1, s__Anaerotignum propionicum, 95.0, 78.7, 0.389; GCA_002316675.1, s__Anaerotignum sp002316675, 95.0, 78.64, 0.284; GCA_017442465.1, s__Anaerotignum sp017442465, 95.0, 78.58, 0.081; GCA_009929735.1, s__Anaerotignum sp009929735, 95.0, 78.52, 0.422; GCA_905212195.1, s__Anaerotignum sp905212195, 95.0, 78.48, 0.089; GCF_900142265.1, s__Anaerotignum lactatifermentans, 95.0, 77.98, 0.112; GCA_004557645.1, s__Anaerotignum sp004557645, 95.0, 77.95, 0.103; GCF_003865035.1, s__Anaerotignum faecicola, 95.0, 77.9, 0.117; GCF_016902535.1, s__Anaerotignum lactatifermentans_A, 95.0, 77.86, 0.082; GCA_001304995.1, s__Anaerotignum sp001304995, 95.0, 77.84, 0.11; GCA_019115165.1, s__Anaerotignum merdipullorum, 95.0, 77.82, 0.1; GCA_017560955.1, s__Anaerotignum sp017560955, 95.0, 77.8, 0.08; GCA_017483025.1, s__Anaerotignum sp017483025, 95.0, 77.73, 0.103; GCA_905214825.1, s__Anaerotignum sp905214825, 95.0, 77.66, 0.163; GCA_910578425.1, s__Anaerotignum sp910578425, 95.0, 77.46, 0.077; GCA_910576545.1, s__Anaerotignum sp910576545, 95.0, 77.45, 0.075; GCA_017523325.1, s__Anaerotignum sp017523325, 95.0, 77.42, 0.11",88.56,11,0.94974,N/A
